Year,PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",MACAO,KGS,16,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",MACEDONIA,KGS,0,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",MALAYSIA,KGS,21142210,74.07
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",MALDIVES,KGS,0,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",MAURITIUS,KGS,1076,0.01
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",MEXICO,KGS,15201047,50.61
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",MOROCCO,KGS,11,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",NEPAL,KGS,10287647,16.43
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",NETHERLAND,KGS,12663725,51.16
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",NETHERLANDANTIL,KGS,5,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",NEW ZEALAND,KGS,1611,0.01
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",NIGERIA,KGS,51531,0.02
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",NORWAY,KGS,1916679,5.77
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",OMAN,KGS,648368,0.37
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",PERU,KGS,117375,0.36
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",PHILIPPINES,KGS,848058,15.84
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",POLAND,KGS,1131885,3.31
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",PORTUGAL,KGS,79829,0.25
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",PUERTO RICO,KGS,79,0.01
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",QATAR,KGS,4490,0.02
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",REUNION,KGS,1000,0.01
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",ROMANIA,KGS,38056,0.13
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",RUSSIA,KGS,3403494,8.9
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SAN MARINO,KGS,0,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SAUDI ARAB,KGS,11514181,37.29
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SERBIA,KGS,0,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SINGAPORE,KGS,13436961,80.72
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SLOVAK REP,KGS,383,0.01
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SLOVENIA,KGS,26649,0.11
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SOUTH AFRICA,KGS,22045,0.37
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SPAIN,KGS,23673148,117.41
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SRI LANKA DSR,KGS,2196335,6.38
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SWAZILAND,KGS,2116,0.04
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SWEDEN,KGS,310833,3.39
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",SWITZERLAND,KGS,3014044,15.23
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",TAIWAN,KGS,19779284,86.78
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",THAILAND,KGS,24358695,47.76
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",TURKEY,KGS,3311743,7.5
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",U ARAB EMTS,KGS,8182058,22.77
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",U K,KGS,7533646,39.14
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",U S A,KGS,34326407,157.39
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",UGANDA,KGS,0,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",UKRAINE,KGS,28162,0.02
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",UNSPECIFIED,KGS,146830,0.22
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",UZBEKISTAN,KGS,400,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",VIETNAM SOC REP,KGS,5079675,6.82
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",VIRGIN IS US,KGS,191,0.02
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",YEMEN REPUBLC,KGS,150,0
2021-22,"PAINT, VARNISH AND ALLID PRODC                    ",ZAMBIA,KGS,25000,0.03
2021-22,MOULDED AND EXTRUDED GOODS                        ,AFGHANISTAN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,ALBANIA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,ALGERIA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,AMERI SAMOA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,ANGOLA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,ANTARTICA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,ARGENTINA,NA,null,0.09
2021-22,MOULDED AND EXTRUDED GOODS                        ,AUSTRALIA,NA,null,3.44
2021-22,MOULDED AND EXTRUDED GOODS                        ,AUSTRIA,NA,null,5.38
2021-22,MOULDED AND EXTRUDED GOODS                        ,AZERBAIJAN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,BAHARAIN IS,NA,null,1.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,BANGLADESH PR,NA,null,13.94
2021-22,MOULDED AND EXTRUDED GOODS                        ,BELARUS,NA,null,2
2021-22,MOULDED AND EXTRUDED GOODS                        ,BELGIUM,NA,null,32.12
2021-22,MOULDED AND EXTRUDED GOODS                        ,BHUTAN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,BOLIVIA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,BOSNIA-HRZGOVIN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,BRAZIL,NA,null,1.24
2021-22,MOULDED AND EXTRUDED GOODS                        ,BRUNEI,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,BULGARIA,NA,null,0.9
2021-22,MOULDED AND EXTRUDED GOODS                        ,CAMBODIA,NA,null,0.02
2021-22,MOULDED AND EXTRUDED GOODS                        ,CAMEROON,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,CANADA,NA,null,4.53
2021-22,MOULDED AND EXTRUDED GOODS                        ,CHAD,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,CHILE,NA,null,0.02
2021-22,MOULDED AND EXTRUDED GOODS                        ,CHINA P RP,NA,null,726.11
2021-22,MOULDED AND EXTRUDED GOODS                        ,COLOMBIA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,CONGO D. REP.,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,COSTA RICA,NA,null,0.02
2021-22,MOULDED AND EXTRUDED GOODS                        ,COTE D' IVOIRE,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,CROATIA,NA,null,0.12
2021-22,MOULDED AND EXTRUDED GOODS                        ,CYPRUS,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,CZECH REPUBLIC,NA,null,3.83
2021-22,MOULDED AND EXTRUDED GOODS                        ,DENMARK,NA,null,7.59
2021-22,MOULDED AND EXTRUDED GOODS                        ,DJIBOUTI,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,DOMINIC REP,NA,null,0.05
2021-22,MOULDED AND EXTRUDED GOODS                        ,ECUADOR,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,EGYPT A RP,NA,null,0.12
2021-22,MOULDED AND EXTRUDED GOODS                        ,EL SALVADOR,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,ESTONIA,NA,null,0.34
2021-22,MOULDED AND EXTRUDED GOODS                        ,ETHIOPIA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,FIJI IS,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,FINLAND,NA,null,10.26
2021-22,MOULDED AND EXTRUDED GOODS                        ,FRANCE,NA,null,56.87
2021-22,MOULDED AND EXTRUDED GOODS                        ,GABON,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,GEORGIA,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,GERMANY,NA,null,148.08
2021-22,MOULDED AND EXTRUDED GOODS                        ,GHANA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,GREECE,NA,null,0.5
2021-22,MOULDED AND EXTRUDED GOODS                        ,GUATEMALA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,GUINEA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,HONDURAS,NA,null,0.02
2021-22,MOULDED AND EXTRUDED GOODS                        ,HONG KONG,NA,null,94.59
2021-22,MOULDED AND EXTRUDED GOODS                        ,HUNGARY,NA,null,1.56
2021-22,MOULDED AND EXTRUDED GOODS                        ,ICELAND,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,INDONESIA,NA,null,11.77
2021-22,MOULDED AND EXTRUDED GOODS                        ,IRAN,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,IRELAND,NA,null,4.8
2021-22,MOULDED AND EXTRUDED GOODS                        ,ISRAEL,NA,null,9.66
2021-22,MOULDED AND EXTRUDED GOODS                        ,ITALY,NA,null,58.85
2021-22,MOULDED AND EXTRUDED GOODS                        ,JAMAICA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,JAPAN,NA,null,67.91
2021-22,MOULDED AND EXTRUDED GOODS                        ,JORDAN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,KAZAKHSTAN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,KENYA,NA,null,0.15
2021-22,MOULDED AND EXTRUDED GOODS                        ,KOREA DP RP,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,KOREA RP,NA,null,105.74
2021-22,MOULDED AND EXTRUDED GOODS                        ,KUWAIT,NA,null,0.04
2021-22,MOULDED AND EXTRUDED GOODS                        ,LAO PD RP,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,LATVIA,NA,null,0.02
2021-22,MOULDED AND EXTRUDED GOODS                        ,LEBANON,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,LIECHTENSTEIN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,LITHUANIA,NA,null,0.3
2021-22,MOULDED AND EXTRUDED GOODS                        ,LUXEMBOURG,NA,null,0.31
2021-22,MOULDED AND EXTRUDED GOODS                        ,MACAO,NA,null,0.13
2021-22,MOULDED AND EXTRUDED GOODS                        ,MACEDONIA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,MADAGASCAR,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,MALAYSIA,NA,null,12.21
2021-22,MOULDED AND EXTRUDED GOODS                        ,MALDIVES,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,MALTA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,MARSHALL ISLAND,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,MAURITIUS,NA,null,0.07
2021-22,MOULDED AND EXTRUDED GOODS                        ,MAYOTTE,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,MEXICO,NA,null,0.81
2021-22,MOULDED AND EXTRUDED GOODS                        ,MONACO,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,MOROCCO,NA,null,0.53
2021-22,MOULDED AND EXTRUDED GOODS                        ,MYANMAR,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,NEPAL,NA,null,28.88
2021-22,MOULDED AND EXTRUDED GOODS                        ,NETHERLAND,NA,null,32.96
2021-22,MOULDED AND EXTRUDED GOODS                        ,NETHERLANDANTIL,NA,null,0.03
2021-22,MOULDED AND EXTRUDED GOODS                        ,NEW ZEALAND,NA,null,0.17
2021-22,MOULDED AND EXTRUDED GOODS                        ,NIGERIA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,NORWAY,NA,null,0.59
2021-22,MOULDED AND EXTRUDED GOODS                        ,OMAN,NA,null,0.03
2021-22,MOULDED AND EXTRUDED GOODS                        ,PANAMA REPUBLIC,NA,null,0.02
2021-22,MOULDED AND EXTRUDED GOODS                        ,PAPUA N GNA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,PARAGUAY,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,PERU,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,PHILIPPINES,NA,null,1.59
2021-22,MOULDED AND EXTRUDED GOODS                        ,POLAND,NA,null,5.67
2021-22,MOULDED AND EXTRUDED GOODS                        ,PORTUGAL,NA,null,2.13
2021-22,MOULDED AND EXTRUDED GOODS                        ,PUERTO RICO,NA,null,0.45
2021-22,MOULDED AND EXTRUDED GOODS                        ,QATAR,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,ROMANIA,NA,null,0.35
2021-22,MOULDED AND EXTRUDED GOODS                        ,RUSSIA,NA,null,0.19
2021-22,MOULDED AND EXTRUDED GOODS                        ,SAUDI ARAB,NA,null,3.6
2021-22,MOULDED AND EXTRUDED GOODS                        ,SENEGAL,NA,null,0.16
2021-22,MOULDED AND EXTRUDED GOODS                        ,SERBIA,NA,null,0.09
2021-22,MOULDED AND EXTRUDED GOODS                        ,SEYCHELLES,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,SINGAPORE,NA,null,40.23
2021-22,MOULDED AND EXTRUDED GOODS                        ,SLOVAK REP,NA,null,0.76
2021-22,MOULDED AND EXTRUDED GOODS                        ,SLOVENIA,NA,null,1.33
2021-22,MOULDED AND EXTRUDED GOODS                        ,SOUTH AFRICA,NA,null,0.14
2021-22,MOULDED AND EXTRUDED GOODS                        ,SPAIN,NA,null,6.32
2021-22,MOULDED AND EXTRUDED GOODS                        ,SRI LANKA DSR,NA,null,3.42
2021-22,MOULDED AND EXTRUDED GOODS                        ,ST HELENA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,SWAZILAND,NA,null,0.02
2021-22,MOULDED AND EXTRUDED GOODS                        ,SWEDEN,NA,null,5.28
2021-22,MOULDED AND EXTRUDED GOODS                        ,SWITZERLAND,NA,null,17.11
2021-22,MOULDED AND EXTRUDED GOODS                        ,TAIWAN,NA,null,26.78
2021-22,MOULDED AND EXTRUDED GOODS                        ,THAILAND,NA,null,24.84
2021-22,MOULDED AND EXTRUDED GOODS                        ,TUNISIA,NA,null,0.58
2021-22,MOULDED AND EXTRUDED GOODS                        ,TURKEY,NA,null,17.28
2021-22,MOULDED AND EXTRUDED GOODS                        ,U ARAB EMTS,NA,null,17.28
2021-22,MOULDED AND EXTRUDED GOODS                        ,U K,NA,null,42.41
2021-22,MOULDED AND EXTRUDED GOODS                        ,U S A,NA,null,149.32
2021-22,MOULDED AND EXTRUDED GOODS                        ,UKRAINE,NA,null,0.07
2021-22,MOULDED AND EXTRUDED GOODS                        ,UNSPECIFIED,NA,null,0.07
2021-22,MOULDED AND EXTRUDED GOODS                        ,URUGUAY,NA,null,0.01
2021-22,MOULDED AND EXTRUDED GOODS                        ,UZBEKISTAN,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,VENEZUELA,NA,null,0
2021-22,MOULDED AND EXTRUDED GOODS                        ,VIETNAM SOC REP,NA,null,17.47
2021-22,MOULDED AND EXTRUDED GOODS                        ,ZAMBIA,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,AFGHANISTAN,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,AUSTRALIA,NA,null,0.25
2021-22,OTHER PLASTIC ITEMS                               ,AUSTRIA,NA,null,1.92
2021-22,OTHER PLASTIC ITEMS                               ,BAHARAIN IS,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,BANGLADESH PR,NA,null,13.04
2021-22,OTHER PLASTIC ITEMS                               ,BELGIUM,NA,null,13.6
2021-22,OTHER PLASTIC ITEMS                               ,BRAZIL,NA,null,0.66
2021-22,OTHER PLASTIC ITEMS                               ,BULGARIA,NA,null,0.04
2021-22,OTHER PLASTIC ITEMS                               ,CAMBODIA,NA,null,0.35
2021-22,OTHER PLASTIC ITEMS                               ,CANADA,NA,null,0.5
2021-22,OTHER PLASTIC ITEMS                               ,CHILE,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,CHINA P RP,NA,null,359.64
2021-22,OTHER PLASTIC ITEMS                               ,COLOMBIA,NA,null,0.16
2021-22,OTHER PLASTIC ITEMS                               ,CROATIA,NA,null,0.39
2021-22,OTHER PLASTIC ITEMS                               ,CYPRUS,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,CZECH REPUBLIC,NA,null,1.14
2021-22,OTHER PLASTIC ITEMS                               ,DENMARK,NA,null,0.07
2021-22,OTHER PLASTIC ITEMS                               ,EGYPT A RP,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,ESTONIA,NA,null,0.03
2021-22,OTHER PLASTIC ITEMS                               ,FINLAND,NA,null,0.7
2021-22,OTHER PLASTIC ITEMS                               ,FRANCE,NA,null,15.85
2021-22,OTHER PLASTIC ITEMS                               ,GERMANY,NA,null,25
2021-22,OTHER PLASTIC ITEMS                               ,GREECE,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,HONDURAS,NA,null,0.13
2021-22,OTHER PLASTIC ITEMS                               ,HONG KONG,NA,null,17.84
2021-22,OTHER PLASTIC ITEMS                               ,HUNGARY,NA,null,1.95
2021-22,OTHER PLASTIC ITEMS                               ,INDONESIA,NA,null,21.07
2021-22,OTHER PLASTIC ITEMS                               ,IRELAND,NA,null,0.13
2021-22,OTHER PLASTIC ITEMS                               ,ISRAEL,NA,null,0.06
2021-22,OTHER PLASTIC ITEMS                               ,ITALY,NA,null,6.92
2021-22,OTHER PLASTIC ITEMS                               ,JAPAN,NA,null,55.45
2021-22,OTHER PLASTIC ITEMS                               ,JORDAN,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,KAZAKHSTAN,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,KENYA,NA,null,0.01
2021-22,OTHER PLASTIC ITEMS                               ,KOREA DP RP,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,KOREA RP,NA,null,61.32
2021-22,OTHER PLASTIC ITEMS                               ,KUWAIT,NA,null,0.01
2021-22,OTHER PLASTIC ITEMS                               ,LATVIA,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,LIECHTENSTEIN,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,LITHUANIA,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,LUXEMBOURG,NA,null,0.2
2021-22,OTHER PLASTIC ITEMS                               ,MACAO,NA,null,0
2021-22,OTHER PLASTIC ITEMS                               ,MALAYSIA,NA,null,1.05
